Strategy,Total PnL %,Total Trades,Win Rate %,Avg Win,Avg Loss,Profit Factor,Sharpe Ratio,Max Drawdown %,Trailing Stop %,Stop Activation,Min Exit %,Profit Targets
"Strategy_2028","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","15","5.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2038","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","20","2.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2048","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","20","2.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2068","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","20","3.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2078","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","20","4.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2088","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","20","4.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2098","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","20","5.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2108","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","25","2.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2118","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","25","2.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2138","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","25","3.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2148","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","25","4.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2158","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","25","4.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2168","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","25","5.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2178","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","30","2.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2188","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","30","2.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2208","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","30","3.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2218","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","30","4.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2228","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","30","4.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2238","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","30","5.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2248","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","35","2.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2258","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","35","2.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2278","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","35","3.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2288","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","35","4.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2298","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","35","4.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2308","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","35","5.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2318","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","40","2.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2328","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","40","2.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2348","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","40","3.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2358","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","40","4.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2368","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","40","4.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2378","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","40","5.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2388","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","45","2.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2398","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","45","2.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2418","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","45","3.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2428","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","45","4.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2438","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","45","4.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2448","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","45","5.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_1189","36.98","238","17.23","3.8383","0.3521","2.27","0.13","22.37","25","5.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1608","36.95","238","17.23","4.3542","0.4597","1.97","0.11","25.61","20","5.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_3927","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","15","2.0x","40","[]"
"Strategy_3937","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","15","2.5x","40","[]"
"Strategy_3947","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","15","3.0x","40","[]"
"Strategy_3957","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","15","3.5x","40","[]"
"Strategy_3967","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","15","4.0x","40","[]"
"Strategy_3977","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","15","4.5x","40","[]"
"Strategy_3987","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","15","5.0x","40","[]"
"Strategy_3997","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","20","2.0x","40","[]"
"Strategy_4007","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","20","2.5x","40","[]"
"Strategy_4017","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","20","3.0x","40","[]"
"Strategy_4027","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","20","3.5x","40","[]"
"Strategy_4037","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","20","4.0x","40","[]"
"Strategy_4047","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","20","4.5x","40","[]"
"Strategy_4057","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","20","5.0x","40","[]"
"Strategy_4067","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","25","2.0x","40","[]"
"Strategy_4077","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","25","2.5x","40","[]"
"Strategy_4087","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","25","3.0x","40","[]"
"Strategy_4097","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","25","3.5x","40","[]"
"Strategy_4107","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","25","4.0x","40","[]"
"Strategy_4117","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","25","4.5x","40","[]"
"Strategy_4127","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","25","5.0x","40","[]"
"Strategy_4137","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","30","2.0x","40","[]"
"Strategy_4147","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","30","2.5x","40","[]"
"Strategy_4157","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","30","3.0x","40","[]"
"Strategy_4167","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","30","3.5x","40","[]"
"Strategy_4177","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","30","4.0x","40","[]"
"Strategy_4187","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","30","4.5x","40","[]"
"Strategy_4197","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","30","5.0x","40","[]"
"Strategy_4207","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","35","2.0x","40","[]"
"Strategy_4217","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","35","2.5x","40","[]"
"Strategy_4227","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","35","3.0x","40","[]"
"Strategy_4237","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","35","3.5x","40","[]"
"Strategy_4247","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","35","4.0x","40","[]"
"Strategy_4257","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","35","4.5x","40","[]"
"Strategy_4267","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","35","5.0x","40","[]"
"Strategy_4277","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","40","2.0x","40","[]"
"Strategy_4287","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","40","2.5x","40","[]"
"Strategy_4297","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","40","3.0x","40","[]"
"Strategy_4307","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","40","3.5x","40","[]"
"Strategy_4317","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","40","4.0x","40","[]"
"Strategy_4327","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","40","4.5x","40","[]"
"Strategy_4337","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","40","5.0x","40","[]"
"Strategy_4347","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","45","2.0x","40","[]"
"Strategy_4357","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","45","2.5x","40","[]"
"Strategy_4367","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","45","3.0x","40","[]"
"Strategy_4377","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","45","3.5x","40","[]"
"Strategy_4387","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","45","4.0x","40","[]"
"Strategy_4397","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","45","4.5x","40","[]"
"Strategy_4407","36.57","238","11.76","7.2927","0.5579","1.74","0.04","39.65","45","5.0x","40","[]"
"Strategy_1048","35.75","238","17.23","4.1935","0.4408","1.98","0.11","23.01","15","5.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_2729","35.56","238","17.23","3.8944","0.3809","2.13","0.11","25.28","30","5.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2457","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","15","2.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2467","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","15","2.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2477","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","15","3.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2487","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","15","3.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2497","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","15","4.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2507","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","15","4.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2527","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","20","2.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2537","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","20","2.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2547","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","20","3.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2557","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","20","3.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2567","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","20","4.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2577","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","20","4.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2597","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","25","2.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2607","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","25","2.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2617","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","25","3.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2627","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","25","3.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2637","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","25","4.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2647","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","25","4.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2667","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","30","2.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2677","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","30","2.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2687","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","30","3.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2697","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","30","3.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2707","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","30","4.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2717","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","30","4.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2737","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","35","2.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2747","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","35","2.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2757","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","35","3.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2767","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","35","3.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2777","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","35","4.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2787","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","35","4.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2807","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","40","2.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2817","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","40","2.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2827","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","40","3.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2837","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","40","3.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2847","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","40","4.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2857","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","40","4.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2877","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","45","2.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2887","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","45","2.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2897","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","45","3.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2907","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","45","3.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2917","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","45","4.0x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_2927","35.02","238","12.18","6.8178","0.5472","1.73","0.04","39.51","45","4.5x","40","[{""target"":5,""percent"":0.05}]"
"Strategy_3437","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","15","2.0x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3447","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","15","2.5x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3457","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","15","3.0x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3467","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","15","3.5x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3477","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","15","4.0x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3487","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","15","4.5x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3497","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","15","5.0x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3507","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","20","2.0x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3517","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","20","2.5x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3527","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","20","3.0x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3537","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","20","3.5x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3547","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","20","4.0x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3557","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","20","4.5x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3567","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","20","5.0x","40","[{""target"":6,""percent"":0.05}]"
"Strategy_3577","34.75","238","12.18","6.8329","0.5524","1.72","0.04","39.29","25","2.0x","40","[{""target"":6,""percent"":0.05}]"
